File Name,Name,ID,Version,Mod Loader,URL,Authors,Logo Path,Display Name,Abbr,Mcmod,Subname,Curseforge,Status,File Path,File SHA-1
cfm-forge-1.20.1-7.0.0-pre36.jar.disabled,MrCrayfish's Furniture Mod,cfm,7.0.0-pre36,FORGE,https://mrcrayfish.com/mods?id=cfm,MrCrayfish,,[CFM] MrCrayfish 的家具 (MrCrayfish's Furniture Mod),CFM,263,MrCrayfish's Furniture Mod,mrcrayfish-furniture-mod,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/cfm-forge-1.20.1-7.0.0-pre36.jar.disabled,66d0ac56f3f6f1efbd6ed7b3cb4a48824d0585c0
charginggadgets-1.11.0.jar.disabled,Charging Gadgets,charginggadgets,1.11.0,FORGE,https://github.com/Direwolf20-MC/ChargingGadgets,"Direwolf20, ErrorMikey",,[CG] 充电设备 (Charging Gadgets),CG,3297,Charging Gadgets,charging-gadgets,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/charginggadgets-1.11.0.jar.disabled,22b62a40bbac0a7ccf9b982e63a492a23e9da294
charmofundying-forge-6.5.0+1.20.1.jar.disabled,Charm of Undying,charmofundying,6.5.0+1.20.1,FORGE,,Illusive Soulworks,charmofundying_icon.png,不死图腾插槽 (Curio of Undying/Trinket of Undying/Charm of Undying),,2236,Curio of Undying/Trinket of Undying/Charm of Undying,curio-of-undying,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/charmofundying-forge-6.5.0+1.20.1.jar.disabled,2afdc7f42b47384062012e54439c4aab90fb7063
chemlib-1.20.1-2.0.19.jar.disabled,ChemLib,chemlib,2.0.19,FORGE,,DarkArcana,,Chem Lib,,2089,,chemlib,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/chemlib-1.20.1-2.0.19.jar.disabled,fe8feeed94c9cd7354c4a075ad81fc6f5e0a0d2c
Chimes-v2.0.1-1.20.1.jar.disabled,Chimes,chimes,2.0.1,FORGE,https://www.curseforge.com/minecraft/mc-mods/chimes,BlewberryPie,,Chimes,,6988,,chimes,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Chimes-v2.0.1-1.20.1.jar.disabled,439e82c2e4f2f159996dc158915f20536cd600a9
Chipped-forge-1.20.1-3.0.6.jar.disabled,Chipped,chipped,3.0.6,FORGE,https://modrinth.com/mod/chipped,"Alex Nijjar, Grimbop, Kekie6, ThatGravyBoat",,Chipped,,4726,,chipped,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Chipped-forge-1.20.1-3.0.6.jar.disabled,977756a36171b80ba1767b59ffa74b90f074d74d
cleanswing-1.20-1.5.jar.disabled,Clean Swing Through Grass,cleanswing,1.20-1.5,FORGE,,Raycoms,,Clean Swing Through Grass,,12242,,clean-swing-through-grass,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/cleanswing-1.20-1.5.jar.disabled,eafe4e462b786f87ea18452763fe3f946cc1efbc
clickadv-1.20.1-3.8.jar.disabled,clickadv mod,clickadv,1.20.1-3.8,FORGE,,"Love, Cheese and small house plants",,可点击的进度 (Clickable advancements),,5723,Clickable advancements,clickable-advancements,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/clickadv-1.20.1-3.8.jar.disabled,a348e4418676ed8b1ffea6c54755f1ee8656f559
cloth-config-11.1.118-forge.jar.disabled,Cloth Config v10 API,cloth_config,11.1.118,FORGE,,,icon.png,Cloth Config API,,2346,,cloth-config,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/cloth-config-11.1.118-forge.jar.disabled,c46ca3fba95691873a765f4e79750c615f33e446
Clumps-forge-1.20.1-12.0.0.4.jar.disabled,Clumps,clumps,12.0.0.4,FORGE,https://www.curseforge.com/minecraft/mc-mods/clumps,Jaredlll08,,经验机制改革 (Clumps),,1499,Clumps,clumps,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Clumps-forge-1.20.1-12.0.0.4.jar.disabled,97cc669f68dbe812cb77cc3631339334fc28b877
CodeChickenLib-1.20.1-4.4.0.512-universal.jar.disabled,CodeChicken Lib,codechickenlib,4.4.0.512,FORGE,https://www.curseforge.com/minecraft/mc-mods/codechicken-lib-1-8,"ChickenBones, covers1624",,[CCLU] CodeChickenLib Unofficial,CCLU,8548,,codechickenlib-unofficial,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/CodeChickenLib-1.20.1-4.4.0.512-universal.jar.disabled,3d75bae94d3645ab355ac4b3178f03eb4684f318
cofh_core-1.20.1-11.0.2.56.jar.disabled,CoFH Core,cofh_core,11.0.2,FORGE,https://teamcofh.com/,"King Lemming, Zeldo Kavira, covers1624, skyboy, Cynycal, Drullkus",,CoFH核心 (CoFH Core),,600,CoFH Core,cofh-core,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/cofh_core-1.20.1-11.0.2.56.jar.disabled,6f7c0056fece31bf393df450d79482810ed444af
colorfulhearts-forge-1.20.1-4.3.13.jar.disabled,Colorful Hearts,colorfulhearts,4.3.13,FORGE,,Terrails,,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/colorfulhearts-forge-1.20.1-4.3.13.jar.disabled,d8ca30ba08a016c28a4d64a9e5f44f4e4e715d51
comforts-forge-6.4.0+1.20.1.jar.disabled,Comforts,comforts,6.4.0+1.20.1,FORGE,,Illusive Soulworks,comforts_icon.png,舒适用品 (Comforts),,2107,Comforts,comforts,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/comforts-forge-6.4.0+1.20.1.jar.disabled,e7b9fe89566bb1ee013e33745f22f309f679536e
CommonCapabilities-1.20.1-2.9.1.jar.disabled,CommonCapabilities,commoncapabilities,2.9.1,FORGE,,,logo.png,Common Capabilities,,846,,common-capabilities,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/CommonCapabilities-1.20.1-2.9.1.jar.disabled,e20fb911b03a6c85bc068e98a1a37c338c4bf8c4
connectedglass-1.1.11-forge-mc1.20.1.jar.disabled,Connected Glass,connectedglass,1.1.11,FORGE,https://www.curseforge.com/minecraft/mc-mods/connected-glass,SuperMartijn642,,Connected Glass,,5245,,connected-glass,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/connectedglass-1.1.11-forge-mc1.20.1.jar.disabled,a11d77e7301af023e4c38b27d33c47910348a3d4
connectivity-1.20.1-5.6.jar.disabled,Connectivity Mod,connectivity,1.20.1-5.6,FORGE,,Someaddons,,Connectivity,,6761,,connectivity,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/connectivity-1.20.1-5.6.jar.disabled,6a1693aa3f30161762b8bd37b21d5bc0c740a16a
constructionwand-1.20.1-2.11.jar.disabled,Construction Wand,constructionwand,1.20.1-2.11,FORGE,https://github.com/Theta-Dev/ConstructionWand,ThetaDev,,建筑手杖 (Construction Wand),,3545,Construction Wand,construction-wand,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/constructionwand-1.20.1-2.11.jar.disabled,80bd5223cd8984dc1038cb9f2d1cb6b97f31998a
Controlling-forge-1.20.1-12.0.2.jar.disabled,Controlling,controlling,12.0.2,FORGE,https://minecraft.curseforge.com/projects/controlling,Jaredlll08,,ModernControlling,,9625,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Controlling-forge-1.20.1-12.0.2.jar.disabled,f6d3cdd3ec68c5590cf5b2e89c38dbf031824bfd
cookingforblockheads-forge-1.20.1-16.0.6.jar.disabled,CookingForBlockheads,cookingforblockheads,16.0.6,FORGE,https://mods.twelveiterations.com/mc/cookingforblockheads,BlayTheNinth,,Delightful Cuisine for Woodheads,,11567,,delightful-cuisine-for-woodheads,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/cookingforblockheads-forge-1.20.1-16.0.6.jar.disabled,8032e1fff23e5f6c804b675c3e94de48fbca2af4
corail_woodcutter-1.20.1-3.0.4.jar.disabled,Corail Woodcutter,corail_woodcutter,3.0.4,FORGE,https://www.curseforge.com/minecraft/mc-mods/corail-woodcutter,"Corail31, Gegy1000",,Corail Woodcutter,,6366,,corail-woodcutter,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/corail_woodcutter-1.20.1-3.0.4.jar.disabled,653c698b4ae49f7be55742674376672a7606ef52
CorgiLib-forge-1.20.1-4.0.1.3.jar.disabled,CorgiLib,corgilib,4.0.1.3,FORGE,https://github.com/CorgiTaco/CorgiLib,Corgi Taco,,CorgiLib,,8018,,corgilib,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/CorgiLib-forge-1.20.1-4.0.1.3.jar.disabled,800e91ff2dd022cd0d4f4b9c66c7344cb76aeda2
corn_delight-1.0.4-1.20.1.jar.disabled,Corn Delight,corn_delight,1.0.4-1.20.1,FORGE,,MCMOD Modding Group,,玉米乐事 (Corn Delight),,5646,Corn Delight,corn-delight,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/corn_delight-1.0.4-1.20.1.jar.disabled,3d09b46f62468c35f5ee117503edacf5aed087d1
cosmeticarmorreworked-1.20.1-v1a.jar.disabled,CosmeticArmorReworked,cosmeticarmorreworked,1.20.1-v1a,FORGE,,zlainsama,,[CAR] 时装盔甲重置版 (Cosmetic Armor Reworked),CAR,2497,Cosmetic Armor Reworked,cosmetic-armor-reworked,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/cosmeticarmorreworked-1.20.1-v1a.jar.disabled,afd9fa3fe95e8c086e8d439df403ed1e5ea5cbea
crafting-on-a-stick-1.20.1-1.1.5.jar.disabled,Crafting On A Stick,crafting_on_a_stick,1.1.5,FORGE,,Ofek,,Crafting on a stick,,7055,,crafting-on-a-stick,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/crafting-on-a-stick-1.20.1-1.1.5.jar.disabled,5531e149477b9e540684a296fb196238bf1d85e8
craftingtweaks-forge-1.20.1-18.2.4.jar.disabled,CraftingTweaks,craftingtweaks,18.2.4,FORGE,https://mods.twelveiterations.com/mc/craftingtweaks,BlayTheNinth,,Crafting Tweaks Unofficial,,6789,,dans-crafting-tweaks,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/craftingtweaks-forge-1.20.1-18.2.4.jar.disabled,c4adb470683d48677a511e2663ed9dafb6f89392
crashutilities-8.1.4.jar.disabled,Crash Utilities,crashutilities,8.1.4,FORGE,,Darkere,,[CU] Crash Utilities,CU,2818,,crash-utilities,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/crashutilities-8.1.4.jar.disabled,e3c00b7591fd5ea99cfbb853b9369fb999d68ed0
create-1.20.1-0.5.1.f.jar.disabled,Create,create,0.5.1.f,FORGE,https://www.curseforge.com/minecraft/mc-mods/create,simibubi,,Prominent Create,,12828,,prominent-create,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/create-1.20.1-0.5.1.f.jar.disabled,3fee3c26ebbfdfd59e1371ab73ba1f61b44ef6d0
create-new-age-forge-1.20.1-1.1.2.jar.disabled,Create: New Age,create_new_age,1.1.2,FORGE,http://antarcticgardens.org/,Antarctic Gardens,,机械动力：电气时代 (Create: New Age),,11918,Create: New Age,create-new-age,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/create-new-age-forge-1.20.1-1.1.2.jar.disabled,92fcbc49d41a4d1b2038b469154a4c36e3934e36
create_enchantment_industry-1.20.1-for-create-0.5.1.f-1.2.9.d.jar.disabled,Create Enchantment Industry,create_enchantment_industry,1.2.9.d,FORGE,,MarbleGateKeeper & LimonBlaze,,Create Enchantment Industry: Refabricated,,8385,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/create_enchantment_industry-1.20.1-for-create-0.5.1.f-1.2.9.d.jar.disabled,eec891067ec8c72fdaeb97bece103eed5e10e719
create_jetpack-forge-4.2.1.jar.disabled,Create Jetpack,create_jetpack,4.2.1,FORGE,,possible_triangle,,机械动力：喷气背包 (Create Jetpack),,7338,Create Jetpack,create-jetpack,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/create_jetpack-forge-4.2.1.jar.disabled,c40fcd571b6072d5c0f550c2978e1eca57510ea5
createaddition-1.20.1-1.2.4d.jar.disabled,Create Crafts & Additions,createaddition,1.20.1-1.2.4d,FORGE,https://github.com/mrh0/createaddition,MRH0,,[CC&A] Create Crafts & Additions,CC&A,3437,,createaddition,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/createaddition-1.20.1-1.2.4d.jar.disabled,9dc9e789af9cdb684a329dbd1b7d784f13718607
createoreexcavation-1.20-1.5.0.jar.disabled,Create Ore Excavation,createoreexcavation,1.5.0,FORGE,https://www.curseforge.com/minecraft/mc-mods/create-ore-excavation,tom5454,,机械动力：矿石开掘 (Create Ore Excavation),,7300,Create Ore Excavation,create-ore-excavation,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/createoreexcavation-1.20-1.5.0.jar.disabled,d1d085b0352e9fc037aff294ef06ffccc463ca70
creeperoverhaul-3.0.2-forge.jar.disabled,Creeper Overhaul,creeperoverhaul,3.0.2,FORGE,,"Artist/Creator - Joosh, Dev - ThatGravyBoat",,苦力怕改革/苦力怕革新 (Creeper Overhaul),,5373,Creeper Overhaul,creeper-overhaul,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/creeperoverhaul-3.0.2-forge.jar.disabled,01e3275d3eb586c953ac786b1afee6e473eef947
cristellib-1.1.5-forge.jar.disabled,Cristel Lib,cristellib,1.1.5,FORGE,,Cristelknight999,,Cristel Lib,,12373,,cristel-lib,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/cristellib-1.1.5-forge.jar.disabled,8a43951083ea9096a91f81757004465f4afc7cab
Croptopia-1.20.1-FORGE-3.0.4.jar.disabled,Croptopia,croptopia,3.0.4,FORGE,,"Thonk, Rainbowcraft2",,作物盛景 (Croptopia),,4225,Croptopia,croptopia,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Croptopia-1.20.1-FORGE-3.0.4.jar.disabled,2008e6887b9490c491ddb471e87cfb6d26684dc5
Cucumber-1.20.1-7.0.9.jar.disabled,Cucumber Library,cucumber,7.0.9,FORGE,https://blakesmods.com/cucumber,BlakeBr0,,Cucumber Library,,1207,,cucumber,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Cucumber-1.20.1-7.0.9.jar.disabled,955982e6f6fa7e37d0e036885a24c7e98a0e9bca
cupboard-1.20.1-2.7.jar.disabled,Cupboard utilities,cupboard,1.20.1-2.7,FORGE,,Someaddon,,Cupboard,,11562,,cupboard,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/cupboard-1.20.1-2.7.jar.disabled,204bc8aa83e8a685f64311b72d55505ab2eca867
curios-forge-5.9.1+1.20.1.jar.disabled,Curios API,curios,5.9.1+1.20.1,FORGE,https://www.curseforge.com/minecraft/mc-mods/curios,C4,curios_icon.png,Curios API,,2029,,curios,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/curios-forge-5.9.1+1.20.1.jar.disabled,d5698ca0e90adba53d0ca660a2dc0b79ac09504b
CyclopsCore-1.20.1-1.19.2.jar.disabled,Cyclops Core,cyclopscore,1.19.2,FORGE,,,logo.png,Cyclops Core,,810,,cyclops-core,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/CyclopsCore-1.20.1-1.19.2.jar.disabled,8e168bdb0de9b240402b0af803cc252dda6a4756
dankstorage-forge-1.20.1-8.jar.disabled,Dank Storage,dankstorage,8,FORGE,,Tfarecnim,,Dank Storage,,6290,,dank-storage,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/dankstorage-forge-1.20.1-8.jar.disabled,95c21970596f0fe43bf9f271f97f2d3245150d50
DarkModeEverywhere-1.20.1-1.2.2.jar.disabled,DarkModeEverywhere,darkmodeeverywhere,1.20.1-1.2.2,FORGE,,Buuz135,,夜间模式无处不在Fabric版 (Dark Mode Everywhere - Fabric),,8076,Dark Mode Everywhere - Fabric,dark-mode-everywhere-fabric,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/DarkModeEverywhere-1.20.1-1.2.2.jar.disabled,9f7e073be0750aa43b9a2afd5bd1e93e56e2aac0
DarkPaintings-Forge-1.20.1-17.0.4.jar.disabled,DarkPaintings,darkpaintings,17.0.4,FORGE,https://www.curseforge.com/minecraft/mc-mods/dark-paintings,Darkhax,,Dark Paintings,,8079,,dark-paintings,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/DarkPaintings-Forge-1.20.1-17.0.4.jar.disabled,7690cb6396c9165252b7d082d867723c648504f4
DarkUtilities-Forge-1.20.1-17.0.3.jar.disabled,DarkUtilities,darkutils,17.0.3,FORGE,https://www.curseforge.com/minecraft/mc-mods/dark-utilities,Darkhax,,Dark Utilities,,802,,dark-utilities,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/DarkUtilities-Forge-1.20.1-17.0.3.jar.disabled,8588799f5a9449f4da289aa6534d68133a68b50d
deeperdarker-forge-1.20.1-1.2.1.jar.disabled,Deeper and Darker,deeperdarker,1.2.1,FORGE,,Kyanite Team,,Deeper And Darker,,7369,,deeperdarker,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/deeperdarker-forge-1.20.1-1.2.1.jar.disabled,b7cd826ae029ad99234501abefef37fc6f3e57d8
deepresonance-1.20-5.0.4.jar.disabled,DeepResonance,deepresonance,1.20-5.0.4,FORGE,,,,深度共振 (Deep Resonance),,692,Deep Resonance,deep-resonance,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/deepresonance-1.20-5.0.4.jar.disabled,deb4fb1e1fed770e07ec581841617e8a381518b7
DefaultSettings-1.20.x-4.0.7-Forge.jar.disabled,DefaultSettings,defaultsettings,4.0.7,FORGE,https://www.curseforge.com/minecraft/mc-mods/defaultsettings,PT400C - Jomcraft Network,logo.png,默认设置 (DefaultSettings),,4783,DefaultSettings,defaultsettings,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/DefaultSettings-1.20.x-4.0.7-Forge.jar.disabled,787645dd7602ca80face4180d6a3826f8e057a54
Delightful-1.20.1-3.5.8.jar.disabled,Delightful,delightful,3.5.8,FORGE,https://www.curseforge.com/minecraft/mc-mods/delightful,brnbrd,,Delightful,,6817,,delightful,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Delightful-1.20.1-3.5.8.jar.disabled,5eb594a53564b5cdda6b4ab5cdc923550722dd31
DimStorage-1.20.1-8.0.1.jar.disabled,DimStorage,dimstorage,8.0.1,FORGE,,Edivad99,,DimStorage,,6510,,dimstorage,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/DimStorage-1.20.1-8.0.1.jar.disabled,4e4357c878d6675a49f73b0f2d5eefba70a6cbb2
Ding-1.20.1-Forge-1.4.1.jar.disabled,Ding,ding,1.4.1,FORGE,https://ichun.me/mods/ding/,iChun,,界面进入提醒 (Ding),,428,Ding,ding,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Ding-1.20.1-Forge-1.4.1.jar.disabled,c46db36e9fc40865d54590c1a59ea71915e341a6
domum_ornamentum-1.20.1-1.0.189-BETA-universal.jar.disabled,Domum Ornamentum,domum_ornamentum,1.20.1-1.0.189-BETA,FORGE,,"LDTTeam, OrionDevelopment",,Domum Ornamentum,,5506,,domum-ornamentum,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/domum_ornamentum-1.20.1-1.0.189-BETA-universal.jar.disabled,a50e6da2e7ee14b8c5588092357a2d039750dbc6
Draconic-Evolution-1.20.1-3.1.2.583-universal.jar.disabled,Draconic Evolution,draconicevolution,${version},FORGE,http://www.brandon3055.com/,brandon3055,banner.png,Draconic Energy,,13091,,draconic-energy,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Draconic-Evolution-1.20.1-3.1.2.583-universal.jar.disabled,fd373eeb75b15df5f3ebed3b65ba0422b65e0987
Dungeon Crawl-1.20.1-2.3.14.jar.disabled,Dungeon Crawl,dungeoncrawl,2.3.14,FORGE,,xiroc,,Dungeon Crawl,,3105,,dungeon-crawl,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Dungeon Crawl-1.20.1-2.3.14.jar.disabled,2b7e25d1f3d10a22019ea7728921439f1692856b
DungeonsArise-1.20.x-2.1.58-release.jar.disabled,When Dungeons Arise,dungeons_arise,2.1.58-1.20.x,FORGE,https://www.curseforge.com/minecraft/mc-mods/when-dungeons-arise,"Aurelj, DiamondTown and Zephyrusj",,[WDA] 地牢浮现之时 (When Dungeons Arise),WDA,3607,When Dungeons Arise,when-dungeons-arise,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/DungeonsArise-1.20.x-2.1.58-release.jar.disabled,30b4520e4fab40a6bb6153a2c72e34bcb721f0a5
durabilitytooltip-1.1.5-forge-mc1.20.jar.disabled,Durability Tooltip,durabilitytooltip,1.1.5,FORGE,https://www.curseforge.com/minecraft/mc-mods/durability-tooltip,SuperMartijn642,,Durability Tooltip,,7033,,durability-tooltip,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/durabilitytooltip-1.1.5-forge-mc1.20.jar.disabled,9bcc5359fd7f9f4a268bc774a3325ea0feb81909
dyenamics-1.20.1-3.2.0.jar.disabled,Dyenamics,dyenamics,1.20.1-3.2.0,FORGE,,"LobsterJonn, Hekera, Reda, Cait",,Dyenamics,,5499,,dyenamics,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/dyenamics-1.20.1-3.2.0.jar.disabled,c4c393bbf7ffad3299e08b1a6f16cfa9ede42a83
dyenamicsandfriends-1.20.1-1.8.0.jar.disabled,Dyenamics and Friends,dyenamicsandfriends,1.20.1-1.8.0,FORGE,,LobsterJonn,,Dyenamics and Friends,,11191,,dyenamicsandfriends,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/dyenamicsandfriends-1.20.1-1.8.0.jar.disabled,e8b5a84a3975f969ac5080a0e1d82216b638bff3
dynamiclightsreforged-1.20.1_v1.6.0.jar.disabled,Rubidium Dynamic Lights,dynamiclightsreforged,1.20.1_v1.6.0,FORGE,,TeamDeusVult,,镁/铷：动态光源 (Embeddium/Rubidium Dynamic Lights),,5302,Embeddium/Rubidium Dynamic Lights,dynamiclights-reforged,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/dynamiclightsreforged-1.20.1_v1.6.0.jar.disabled,323498a94ba91e24417c0ae1bc34bb4b461c0a3a
easy-villagers-forge-1.20.1-1.1.15.jar.disabled,Easy Villagers,easy_villagers,1.20.1-1.1.15,FORGE,https://www.curseforge.com/minecraft/mc-mods/easy-villagers,Max Henkel,,村民物品化/简单村民 (Easy Villagers),,3884,Easy Villagers,easy-villagers,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/easy-villagers-forge-1.20.1-1.1.15.jar.disabled,5c9d10667a222ae5f3f043b1c802f8b33eb308d7
eccentrictome-1.20.1-1.10.2.jar.disabled,Eccentric Tome,eccentrictome,1.20.1-1.10.2,FORGE,https://github.com/EccentricVamp/EccentricTome,EccentricVamp,,怪奇宝典 (Eccentric Tome),,6101,Eccentric Tome,eccentric-tome,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/eccentrictome-1.20.1-1.10.2.jar.disabled,0acd94707a81c1c6d4badd86d545feffa2010eb5
EdivadLib-1.20.1-2.0.1.jar.disabled,EdivadLib,edivadlib,2.0.1,FORGE,,Edivad99,,EdivadLib,,8886,,edivadlib,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/EdivadLib-1.20.1-2.0.1.jar.disabled,7c4d3b7f341554e5a09c4fa289519a5d9b090b62
eidolon_repraised-1.20.1-0.3.8.11.jar.disabled,Eidolon:Repraised,eidolon,1.20.1-0.3.8.11,FORGE,,"elucent up to 0.3.0, currently maintained by Alexthw",,幻梦 (Eidolon),,3469,Eidolon,eidolon,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/eidolon_repraised-1.20.1-0.3.8.11.jar.disabled,8f3956de24b291b6c4b117b0bca8803040ba35e2
elevatorid-1.20.1-lex-1.9.jar.disabled,Elevator Mod,elevatorid,1.20.1-lex-1.9,FORGE,https://minecraft.curseforge.com/projects/openblocks-elevator/,VsnGamer,,开放式电梯 (OpenBlocks Elevator),,3345,OpenBlocks Elevator,openblocks-elevator,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/elevatorid-1.20.1-lex-1.9.jar.disabled,04f3ee97d8881f4dd6b4e2c8c5ba4e1785e2f2c7
elytraslot-forge-6.4.1+1.20.1.jar.disabled,Elytra Slot,elytraslot,6.4.1+1.20.1,FORGE,,Illusive Soulworks,elytraslot_icon.png,鞘翅插槽 (Curious Elytra / Elytra Trinket / Elytra Slot),,3923,Curious Elytra / Elytra Trinket / Elytra Slot,curious-elytra,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/elytraslot-forge-6.4.1+1.20.1.jar.disabled,b6ba27ec5b128368fb5d04415d9b710bb0332ac9
embeddium-0.3.25+mc1.20.1.jar.disabled,Embeddium,embeddium,0.3.25+mc1.20.1,FORGE,,embeddedt,,Embeddium,,12028,,embeddium,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/embeddium-0.3.25+mc1.20.1.jar.disabled,d92ad8907fcbe16073d89fd6e4e284b6b228dcd5
enderchests-forge-1.20.1-1.2.jar.disabled,EnderChests,enderchests,1.20.1-1.2,FORGE,https://shetiphian.carrd.co,ShetiPhian; Artwork: Fruzstrated,,Ender Chests,,10948,,enderchests,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/enderchests-forge-1.20.1-1.2.jar.disabled,305f6c20595617ed6d40922f0d2c87d9742aef60
EnderIO-1.20.1-6.1.8-beta-all.jar.disabled,Ender IO,enderio,6.1.8-beta,FORGE,http://enderio.com/,"CrazyPants, tterrag, HenryLoenwind, MatthiasM, CyanideX, EpicSquid, Rover656, HypherionSA, agnor99, Ferri_Arnus, mystchonky",,[EIO] 末影接口 (Ender IO),EIO,181,Ender IO,ender-io,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/EnderIO-1.20.1-6.1.8-beta-all.jar.disabled,7d8a8fb4fc58839ef56336fa998d82f312367f1d
